F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
1025.1,-9541.89,-22.95,22690.32,391.02,-16.75,1997.92,10.14,-44.7,-6.03,2,1180.26,-526.95,-4.05,2.85,47.46,15.36,-31411.5,-494.72,Low,-350.16,258.14,1.06,-26.97,-30650.34,-119.31,USA,-133.28,11876.06,6,-60.56,-546.33,-57.99,-2360.31,15.32,4865.02,1151.65
152.28,-2322.81,-96.12,15639.8,640.65,-14.24,1353.66,6.91,-70.38,-44.59,1,1036.28,-205.35,-6.42,16.77,60.09,9.62,-22266.72,-583.02,Very high,-447.64,184.56,2.12,-189.57,-16232.43,-101.39,USA,-138.37,4370.4,4,-26.41,-371.8,-62.73,-863.34,10.14,2703.42,1833.76
96.58,-22724.37,23.81,26319.02,566.46,-15.17,1585.44,10.81,-45.44,-3.65,8,1656.61,-225.54,-12.06,8.67,46.11,9.84,-39125.49,-741.15,High,-336.5,163.7,449.4,-90.54,-29541.27,-152.52,UK,-111.09,-624.78,12,-0.64,-935.96,-59.76,-1009.5,5.76,3583.36,900.41
1221.3,-5014.29,-515.96,26475.32,687.72,-16.53,1911.98,8.12,-15.28,-68.01,7,1391.52,-475.92,-29.97,19.68,60.45,18.95,-39300.36,-511.75,Very high,-365.92,199.16,3.14,-30.63,-39938.01,-89.56,Rest,-70.42,-4994.16,4,22.8,-1371.95,-24.36,-1059.87,10.8,2250.2,487.11
733.04,-14892.21,-409.7,28459.16,610.17,-15.04,2252.9,9.8,-71.42,-28.81,6,1356.93,-470.61,-15.78,19.62,48.63,7.26,-25373.07,-409.46,Very low,-332.48,183.44,10380.08,-121.08,-25349.19,-114.01,Rest,-73.18,8610.06,6,-45.64,57.31,-64.98,-940.62,3.88,3257.3,813.3
542.08,-25204.32,25.53,19989.96,534.6,-12.04,1925.68,12.22,-75.36,-100.2,1,1129.18,-443.88,-3.09,7.38,27.96,12.15,-30120.69,-605.85,Low,-208,203.1,4.82,-74.04,-18297.66,-132.8,Rest,-89.97,2613.28,8,-70.66,-355.15,-64.2,484.29,10.5,4541.7,447.63
1379.48,-18795.87,-661.3,30266.56,626.28,-15.16,1788.86,8.76,-119.44,-7.54,3,1119.68,-294.03,-10.02,17.19,46.32,15.54,-23819.58,-322.25,High,-356.04,260.86,4.62,-337.53,-30845.91,-82.18,Europe,-138.06,10914.46,8,-42.33,-1105.2,-70.38,-247.29,2.38,3659.12,2746.32
-60.32,-19305.33,-650.56,22905.04,876.54,-19.47,1291.5,11.89,173.94,-46.52,5,821.48,-557.4,-24.03,3.09,43.38,-6.46,-20547.9,-609.9,Very low,-387.2,167.4,79.36,-39.06,-36733.05,-93.06,UK,-103.24,-496.98,10,18.99,-1267.82,-54.84,-610.74,12.68,4499.58,633.41
1194.12,-18652.53,-83.57,10421.2,628.8,-27.61,1331.2,12,1.32,-75.35,4,1371.95,-475.8,-8.07,2.1,40.11,1.03,-32377.68,-319.78,Very low,-367.28,252.48,0.5,-127.47,-30318.12,-51.75,UK,-130.49,-3924.04,8,-17.9,-455.08,-48.6,-1525.53,12.54,2896.58,165.37
799.66,-3341.16,-277.66,17596.24,660.3,-15.51,2016.98,25.09,-84.64,-42.07,4,944.57,-634.26,-4.35,14.49,40.92,10.98,-37654.23,-337.95,Low,-312.64,304.88,0.7,-167.64,-30478.65,-88.19,Rest,-66.09,15514.5,16,26,-363.8,-60.36,206.76,7.02,3657.36,87.42
1248.56,-24466.47,-135.07,23937.78,620.28,-13.01,2242.74,10.72,-76.9,-36.57,4,471.51,-526.44,-8.01,7.44,49.32,11.51,-20452.29,-862.82,Very low,-231.48,213.28,60.16,-220.95,-28786.95,-125.02,Rest,-103.03,-2656.42,10,-25.89,-385.7,-52.35,-1306.26,8.74,3510.96,314.17
1185.02,-8979.18,-252.17,19193.68,547.38,-11.46,1037.24,7.14,-129.46,-34.64,6,723.93,-753.24,-6.09,11.19,40.92,19.33,-27340.5,-217.08,Medium,-323.6,218.66,33.42,-154.29,-18002.49,-70.95,Europe,-146.49,7597.76,10,-1.62,-881.47,-45.51,36.96,0.46,5319.72,1367.93
903.92,3902.46,-331.73,26257.16,452.58,-14.43,1742.82,9.97,70.88,-24.78,5,1161.84,-475.83,-12.51,16.41,28.8,26.67,-12910.38,-368.29,Very low,-304.74,209.56,1.66,-257.19,-25584.57,-100.57,Europe,-124.35,11614.5,8,51.33,-429.79,-60,-1404.48,5.78,3587.32,-392.07
863.78,-14705.49,81.24,22074.94,541.8,-14.55,2465.24,7.7,41.6,-82.09,5,793.86,-478.29,-14.46,3,41.19,7.31,-6582.69,-41,Very low,-186.42,262.76,6.44,-224.52,-31523.46,-103.11,USA,-88.83,4700.34,12,-14.54,-559.83,-50.76,-2026.68,1.3,2957.76,-446.61
987.92,-12167.13,-432.6,40493.14,820.08,-14.18,1518.56,10.36,19.92,-34.81,5,1370.03,-413.16,-7.11,25.86,46.29,13.13,-26097.24,-313.22,Very low,-344.84,246.36,12.72,-234.42,-29490.39,-99.13,UK,-124.12,3472.76,10,7.22,-248.07,-60.18,-3102.69,5.6,3484.3,1203.73
1097.08,-11042.46,379.34,12114.96,680.19,-9.74,2322.46,11.79,4.64,-103.64,3,1128.81,-586.86,-9.03,10.44,49.02,12.87,-11202.09,-504.78,Very low,-295.56,304.2,0.22,-149.82,-22623.45,-120.66,UK,-154.58,-746.98,8,4.14,-567.52,-57.09,-829.95,13.74,3159.38,-143.65
1173.9,5673,247.49,26476.24,279.36,-19.62,594.88,13.82,-48.42,-12.43,6,1012.45,-547.98,-8.16,1.29,40.68,13.1,-6349.35,-707.55,Very low,-364.88,284.8,139.44,-209.61,-40316.49,-126.97,USA,-81.86,6102.24,10,-11.04,-1655.15,-64.23,-1085.07,11.52,3444.08,422.34
1170.48,-7149,166.02,22908.8,603.45,-14.25,2396.92,21.13,-98.76,-49.89,4,1318.1,-527.04,-20.31,11.73,31.2,14.35,-22570.11,-450.58,Very high,-451.4,164.38,0.14,-147.54,-45284.19,-105.14,Europe,-104.1,-980.76,8,-1.27,-204.87,-39.93,-2669.49,4.14,1859.5,-167.59
378.06,-16110.93,-201.9,30417.26,663.3,-24.42,1756.86,11.88,1.02,-12.55,4,1196.99,-397.98,-8.91,11.16,48.99,14.79,-27753.45,-641.79,High,-335.62,275.6,2.18,-122.61,-21366.51,-88.7,UK,-118.69,11526.06,6,-0.75,334.83,-30.51,-2586.48,1.88,2296.36,2332.87
-101.64,3356.52,-462.27,26779.72,629.25,-13.85,2985.52,15.64,1.6,7.16,3,1136.27,-490.77,-5.37,4.08,45.12,13.92,-1145.85,-660.51,Very low,-374.04,303.1,0.02,-152.25,-29702.31,-103.75,USA,-83.88,14263.08,10,0.08,-292.67,-60.93,-1889.55,-4.32,3367.12,189.03
142.38,5993.34,179.97,25078.02,699.87,-20.02,1216.46,14.96,25.1,-71.43,4,984.26,-1024.71,-17.34,18.63,44.82,9.8,-36224.88,-181.43,Low,-331.82,225.34,131.96,-58.89,-47953.74,-31.16,UK,-124.38,14995.34,8,-6.54,-424.25,-37.08,-3033.9,12.06,3210.36,1299.66
1110.8,-5893.14,-943.84,25204.46,936.87,-11.29,2120.32,7.44,-128.76,-137.11,3,661.58,-514.95,-8.97,4.29,39.9,17.66,-16800.03,-287.69,Very low,-364.1,300.34,0.02,-49.77,-36592.5,-119.17,USA,-23.44,-257.8,6,1.03,-456.36,-55.23,-3004.89,9.04,4334.24,1201.67
1397.96,-8271.84,48.39,36117.72,506.73,-18.97,1986.08,8.43,7.38,-7.82,6,1558.61,-521.85,-8.52,19.89,38.73,15.33,-22901.73,-32.13,Low,-182.56,236.32,0,8.19,-32209.02,-112.57,USA,2.16,1684.66,6,-36.22,-429.95,-65.82,-952.11,12.68,3451.08,-426.96
1593.56,-6485.76,-641.49,20195.86,568.26,-9.57,2112.8,12.12,-123,-69.95,4,545.24,-370.8,-7.44,14.28,46.71,12.3,-26353.95,-1185.41,High,-313.74,157.68,42.78,-101.37,-23108.19,-124.45,USA,-126.95,15099.34,10,21.05,-582.59,-47.1,-2285.19,1.76,4617.62,1834.44
181.02,-6143.79,73.65,19877.68,532.59,-5.64,1980.82,5.44,-70.68,-60.07,3,747.31,-637.71,-13.2,13.62,45.57,12.29,-3450.69,-1274.71,Low,-375.78,166.22,1.32,-111.75,-20006.7,-75.67,Rest,-127.31,-2212.32,12,-64.77,-613.12,-58.08,-1552.47,14.3,3228.92,-148.06
676.7,-9931.68,-48.3,31595.62,557.07,-18.87,1567.58,10.87,10,2.38,0,759.66,-524.16,-16.44,3.87,33.45,20.76,-33282.51,-445.82,High,-463.22,260.08,7.18,-203.22,-25347.09,-156.55,Europe,-180.8,9722.88,4,45.74,-1178.1,-53.13,-778.98,1.42,2281.68,2290.99
434.9,-2150.16,-384.39,30506.3,592.05,-11.7,1491.92,11.7,3.1,11.85,4,793,-432.81,-24.3,45.87,37.53,15.41,-12764.16,-440.01,Very high,-241.48,181.4,0.16,44.82,-21793.62,-98.3,USA,-240,12017.76,4,48.35,-320.46,-53.19,-1525.53,-9.56,3155.16,424.59
1668.06,-17865.9,-271.46,28003.88,897.03,-15.32,996.66,10.88,-18.02,-55.34,1,915.76,-269.58,-6,27.99,56.34,10.14,-31703.64,-749.42,Very high,-641.46,239.12,0.74,-167.97,-14624.76,-110.19,Europe,-144.7,6714.34,18,-42.77,-580.86,-56.25,-1695.66,4.66,2687.94,-59.34
1305.1,-8840.31,-289.97,23979.44,536.82,-14.82,2182.42,3.08,-2.62,-8.3,8,1258.39,-432.48,-13.89,0.63,32.52,14.73,-46702.41,-736.52,Very low,-317.08,184.38,10.26,-175.95,-22513.68,-141.75,Rest,-105.29,10557.52,10,31.84,-817.96,-53.28,-2560.8,4.12,3650.74,-50.09
1193.38,-970.62,-225.08,24113.1,477.69,-15.6,1341.38,6.74,2.68,-19.86,2,743.29,-386.34,-2.34,5.7,49.65,5.72,-32616.03,-328.53,Very high,-324.58,265.6,0.42,42.21,-32188.92,-94.5,UK,-151.57,9687.98,12,-52.97,80.78,-58.8,-1347.06,13,4168.78,3223.24
1449.84,-14895.09,278.24,32104.88,405.63,-16.68,1944.9,7.5,20.68,-67.7,1,968.55,-482.13,-4.53,12.36,44.37,14.92,-17062.74,-937,High,-325,189.96,384.92,-243.6,-36154.05,-118.98,Rest,-126.55,8528.22,10,-15.34,-367.65,-59.82,-1931.01,2.86,4539.82,1077.72
1838.22,-29661.42,-415.27,26447.42,537.96,-12.55,1839.88,9.97,112.18,-29.2,5,915.85,-474.36,-12.48,23.13,52.2,13,-951.24,-844.27,High,-340.4,209.36,2.46,-63.12,-20925.48,-137.31,Europe,-80.07,196.4,6,5.14,574.86,-64.2,-1992.15,4.76,3456.68,1548.4
2062.52,-9858.06,-386.69,25287.32,501.42,-15.44,1869.2,13.27,-22.04,-62.54,7,1138.21,-605.46,-23.28,9.45,21.09,7.68,-21363.57,-1188.43,Low,-280.7,202.16,0.78,-100.65,-31740.48,-141.62,UK,-99.73,7849.62,4,-38.44,-629.44,-36.33,-1908.6,7.24,3442.02,-17.76
869.94,-15047.28,289.94,20120.76,658.38,-16.47,642.66,16.19,-52.1,-48.41,3,1249.63,-797.85,-16.11,8.16,51.15,18.03,-15429.24,-543.31,High,-411.5,273.98,5.82,-25.02,-27413.97,-85.51,UK,-58.71,1860.2,12,86.51,-828.44,-52.53,-1127.13,2.76,4287.42,-26.98
839.36,-12.42,-310.52,34400.74,636.45,-13.45,1697.36,8.07,101.42,-59.9,4,914.86,-463.2,-10.89,24.72,31.86,1.35,-21200.31,-642.21,Very high,-321.82,283.12,19.5,-209.19,-24882.39,-77.97,Europe,-131.58,11889.08,8,-61.07,-186.72,-63.66,-1807.62,-0.7,3337.06,2433.46
216.02,-34843.11,-24.18,31257.72,715.89,-10.32,1819.08,12.4,-40.24,-42.23,5,920.99,-483.57,-13.62,7.83,15.33,13.33,-15631.14,-661.28,Very low,-337.8,216.58,812.1,-205.62,-32898.93,-138.03,USA,-240.13,-4512.3,10,46.05,-22.88,-55.47,-1389,10.28,4004.62,604.59
-1.42,-13981.92,-558.48,30320.24,584.31,-3.76,901.68,12.92,-13.14,-80.41,8,1017.5,-330.66,-14.07,6.12,35.34,18.41,-23510.76,-1145.76,Medium,-338.36,184.98,0.8,-139.26,-20822.1,-81.37,Europe,-113.41,12708.36,4,-13.35,421.72,-66.69,-1360.29,9.72,4886.02,589.02
2131.48,-15274.71,-357.11,26652.22,645.15,-20.28,603.36,10.2,-22.46,-76.8,3,696.43,-501.87,-29.16,13.65,40.62,15.65,-24807.12,-885.7,Very low,-376.52,167.52,0.5,-118.98,-19272.78,-107.97,UK,-82.38,16181.68,6,-61.03,-490.86,-63.51,-2143.89,0.44,3043.58,-149.2
-317.14,-5729.61,-393.64,24289.28,723.3,-14.29,2680.96,10.52,331.62,-75.45,8,1756.83,-461.85,-6,12.9,42.6,13.12,-17221.2,-473.86,Very high,-277.58,176.12,202.94,-172.83,-11466.48,-60.33,UK,-103.85,1322.5,16,-117.03,-746.78,-64.53,-3673.8,5.62,3742.62,1432.82
84.38,-2401.98,-426.58,20907.1,693.15,-4.77,1826.14,10.39,-71.08,6.34,5,1450.55,-615.45,-7.56,3.99,46.5,15.71,-17127.15,-449.27,Low,-320.06,173.72,0.6,-199.95,-29501.79,-145.01,UK,-92.34,12946.2,10,-7.11,-187.72,-61.86,-3063.24,11.06,2572.3,759.37
1118.34,22545.33,7.28,13744.08,387.48,-14.56,1064.06,10.34,-34.32,-88.38,5,1080.83,-633.72,-5.16,9.72,48.33,12.61,-17324.13,-239.77,Medium,-365.94,239.74,1.2,-66.69,-30809.28,-108.65,Europe,-58.72,13966.32,12,-18.84,-574.51,-84.42,-805.59,-2.34,1940.12,86.23
1098.66,-21358.38,-150.95,17929.2,575.64,8.35,1974.72,-0.97,-46.06,-9.64,3,1095.58,-473.64,-14.16,5.58,74.94,14.76,-20323.29,-203.34,Low,-259.5,326.28,0.08,0.09,-38905.26,-70.48,USA,-111.11,4681.38,10,-9.96,-364.73,-66.48,-1851.45,10.88,3385.72,35.58
1755.12,-12823.56,-294.72,26562.6,481.02,-11.64,869.16,7.47,4.88,-86.9,4,1426.72,-149.85,-4.08,10.2,45.36,19.31,-35650.59,-344.71,Very low,-328.6,187.8,63.48,-179.13,-31274.19,-139.9,Rest,-156.27,-7340.36,10,-48.72,-343.1,-70.86,-2447.64,11.34,2790.06,670.53
1365,-16698.42,-700.37,30026.1,809.82,-13.98,900.24,5.99,-0.74,-21.37,7,1377.28,-493.11,-6.18,17.55,33.42,13.49,-13967.13,-441.92,Medium,-199.14,256.88,0,-70.44,-32113.44,-76.99,UK,-131.57,14903.88,6,8.86,-1171,-73.5,-2110.8,4.78,2510.96,1236.83
1380.06,12788.67,-141.92,32396.38,630.51,-11.81,1950.14,10.01,-17.1,-39.39,3,795.52,-440.49,-14.76,15.12,48.39,7.12,-19953.51,-692.06,High,-372.44,244.2,0.32,-113.19,-17392.74,-136.78,UK,-212.35,9436.68,10,-59.63,-138.38,-64.74,-2340.99,8.6,3679.46,13.38
1495.2,-23350.08,-500.1,36268.24,577.83,-3.21,1474.44,8.07,106.14,-43.2,5,1104.05,-493.95,-8.34,11.52,32.37,10.42,-20977.08,-121,High,-260.54,257.8,0.52,-196.95,-31150.98,-82.94,UK,-98.58,9663.44,6,-12.88,-223.31,-60.39,-3023.07,7.88,3785.96,3319.75
978.78,-3181.74,146.11,29939.24,302.01,-17.02,1616.22,5.46,-17.8,-35.24,3,1266.4,-509.43,-9.57,22.08,47.73,15.66,-24172.23,-490.46,Very high,-408.54,245.52,0.04,-94.62,-27102.33,-114.95,Europe,-167.08,4350.7,8,60.93,1465.5,-80.1,-1522.26,0.58,3141.88,28.9
746.14,-8740.77,-131.8,21469.18,531.66,-13.85,726.84,10.38,-40.8,-66,1,970.19,-472.74,-16.65,11.25,51.36,12.27,-12773.58,-297.1,Medium,-589.68,393.7,50.96,-243.96,-39793.29,-97.9,Europe,-110.48,5404.98,4,-2.71,-605.7,-49.08,-1469.25,10.82,2537.28,2685.9
2159.86,-13030.89,-24.4,33212.94,704.01,-22.89,1374.54,11.91,-16.32,-31.87,6,908.76,-642.33,-11.91,11.07,88.77,15.55,-41042.82,-663.55,Very high,-229.92,223,0.16,-57.99,-45265.74,-145.59,Rest,-100.3,9028.48,6,-13.95,88.9,-95.46,-1237.68,6.12,2831.64,519.11
570.48,-10560.42,-272.09,23422.1,515.25,-12.12,951.38,14.37,-33.48,-27.23,3,853.21,-392.67,-16.17,5.55,42.27,15.58,-22975.44,-820.9,High,-277.14,337.44,0.06,-188.1,-42474.99,-96.32,USA,-52.62,4365.6,8,-41.8,-0.97,-74.31,-940.08,6.2,3214.76,724.17
1121.74,226.2,-648.03,17414.54,480.69,-9.64,2290.32,9.68,81.92,-58.04,1,1313.24,-460.29,-5.85,5.91,78.57,12.3,-30918.12,-371.4,Low,-325.56,283.58,0.36,-182.79,-21481.89,-119.59,USA,-74.3,-1730.76,10,-11.87,-325.13,-92.64,-1897.68,3.86,3858.88,1153.39
2276.66,-16102.38,137.69,30646.88,117,-12.8,1798.9,12.2,39.46,-7.44,4,730.91,-475.53,-18.63,16.08,49.2,13.15,-32849.01,-469.39,Very low,-383.16,234.66,63.26,-133.86,-26561.85,-151.22,USA,-172.4,6788.64,8,-30.32,-202.76,-59.94,-559.35,9.08,4119.5,-177.35
1038.52,-9988.62,-159.97,27455.02,455.37,-13.12,2323.02,11.05,-147.32,-54.97,4,1346.07,-343.26,-33,3.93,47.16,11.53,-23977.11,-86.7,Very high,-368.92,320.78,2.8,-187.89,-33615.03,-85.91,Rest,-92.51,6889.16,0,-79.36,-765.76,-71.82,-746.34,3.18,4149.28,511.99
-40.46,-6751.68,-277.31,16869.32,557.07,-32.87,570.08,14.18,79.7,-76.67,4,1417.8,-549.36,-21.9,9.27,45.3,6.72,-25240.02,-398.49,Very low,-302.58,212.72,28.76,-219.6,-28495.68,-97.65,UK,-179.62,7395.84,8,-9.58,-956.09,-61.74,-1792.8,-4.26,3207.7,107.16
839.02,-15577.41,46.36,17682.28,683.76,-15.44,1807.9,21.18,-177.48,-37.65,1,1196.16,-546.54,-7.23,0.63,43.65,9.6,-25305.39,-217.45,Very low,-363.74,166.44,4.74,-229.98,-21328.23,-78.87,Rest,-129.07,10867.92,8,-42.3,-409.12,-59.67,-2151.39,12.34,6050.56,265.21
1800.76,-15491.73,220.67,34619.86,556.38,-13.9,2654.64,14.84,15.56,-40.52,7,647.2,-458.55,-10.02,16.8,50.61,13.82,-8043.39,170.55,High,-324.74,149.32,1.1,-88.8,-37321.53,-133.64,USA,-127.47,-1845.46,2,54.38,-1107.61,-56.25,-1801.71,-4.34,3685.54,1118.35
1279.02,-5200.23,-192.03,28186.64,549.42,-15.54,1601.32,19.1,12.22,-53.07,4,1097.75,-803.7,-6.54,0.69,51.6,14.28,-25700.19,-405.71,Medium,-359.48,205.46,3.46,-20.07,-41643.06,-118.59,USA,-102.4,10535.74,14,13.75,-320.6,-25.47,-1465.8,2.06,2868.06,933.24
-299.28,1378.05,-421.8,23885.24,591.39,-16.74,1095.88,4.61,76.78,-19.21,5,534.22,-631.29,-4.53,6.6,37.86,14.12,-42914.88,-435.91,Medium,-343.3,274.76,0.28,-159.84,-27381.75,-93.83,UK,-155.04,9766.76,2,-151.57,-1109.76,-48.54,-524.22,4.46,4279.6,3391.94
1963.14,-12332.34,211.88,25379.92,666.33,-12.08,2093.02,8.24,7.82,-24.43,6,791.89,-473.52,-15.42,11.37,30.21,18.18,-19759.8,-221.34,Very high,-310.06,247.98,0.24,-288.18,-26025.24,-143.14,Europe,-25.22,13494.62,2,-21.8,-389.12,-53.19,-947.79,6.62,4092.98,453.84
853.3,-16089.66,261.39,19063.2,587.46,-16.19,1540.1,3.44,-326.22,-45.06,5,1550.19,-504.78,-16.77,13.62,30.84,11.88,-19007.19,46.42,Very high,-346.02,139.22,2.32,-81.09,-50730.66,-122.94,Europe,-73.44,11391.72,8,-18.81,608.11,-57.69,-802.5,0.28,3564.04,1306.29
862.38,-12324.72,-581.01,34191.22,646.83,-17.24,1278.48,14.41,-40.02,-51.79,5,963.64,-293.37,-4.05,3.27,53.94,14.99,-15091.17,-172.75,High,-425.7,205.78,0.1,-83.01,-21768.09,-79.22,USA,-159.99,3183.62,4,-77.24,-450.17,-51.39,-2035.56,17.62,2631.38,1759.64
541.8,-8856.99,-66.48,24113.34,594.57,-16.83,1939.48,4.43,0.22,-86.26,8,1293.81,-158.67,-7.95,7.2,31.32,13.66,-12517.44,-837.33,Medium,-407.62,249.42,69.94,28.44,-35405.52,-103.74,Rest,-96.32,7774.96,0,-26.78,-884.84,-50.22,-3326.97,6.9,1724.5,1125.56
507.88,-4786.38,207.55,36215.3,521.49,-15.1,1730.54,13.04,-22.84,-85.7,4,919.42,-656.58,-8.4,7.47,51.06,14.26,-25035.15,-601.42,Low,-301.12,166.58,84.26,-297.06,-34283.43,-131.41,UK,-188.64,15881.9,4,60.39,-172.94,-43.35,-2256.09,16.02,3527.1,2660.24
640.18,-23969.1,-341.49,19683.38,562.68,-12.33,1982.96,16.52,-29.46,2.61,4,1471.97,-542.28,-3.63,16.59,36.84,13.28,-31654.8,-97.05,Medium,-330.78,268.86,1.3,-207.21,-38873.4,-70.4,UK,-109.9,14909.4,12,3.38,115.38,-61.98,-539.52,-0.86,4572.88,2599.94
-232.98,-9160.29,-101.09,25459.7,330.6,-14.66,2051.76,8.37,-15.4,-94.06,4,1273.99,-657.39,-23.28,15.39,29.25,14.84,-21849.66,-473.87,Very high,-305.2,345.22,0.02,13.56,-23666.97,-111.34,Rest,-123.38,6040.84,8,-271.95,-851.06,-57.42,-936.6,2.94,3795.74,-102.46
709.46,-18426.69,-383.27,23163.42,606.3,-17.52,1346.58,9.82,-46.6,-75.13,4,1114.55,-531.18,-17.46,5.49,45.93,12.14,-21373.26,-785.72,Low,-410,209.92,4.48,-328.98,-23733.15,-127.99,USA,-127.97,-1251.24,4,-28.19,-648.75,-47.25,-245.01,-3.86,4066.26,763.39
-741.18,-18897.84,-287.64,24500.84,603.45,-6.09,2762.1,18.36,42.68,-46.68,7,971.34,-463.2,-8.46,2.64,50.64,14.18,-9659.04,-555.66,Very low,-308.06,242.56,1.2,-142.23,-39072.45,-113.25,Europe,-136.44,-7184.2,16,23.06,-838.2,-60.81,-1186.05,4.12,3194.26,-1072.23
722.66,-19203.48,-365.36,36718.32,775.05,-12.04,2386.08,17.44,108.48,-54.66,5,981.18,-420.36,-27.84,4.35,53.4,25.9,-35165.01,-542.16,Very high,-300.02,289.04,1.1,-31.41,-12332.19,-115.64,USA,-120.2,15224,10,-11.61,-431.52,-54.12,-2483.85,12.96,4359.16,-345.53
1176.88,-11314.74,-808.5,37618.12,617.43,-20.58,1588.8,-5.85,-19.94,-62.75,3,1081.06,-370.38,-28.2,8.76,40.05,15.28,-10925.91,-1053.05,Medium,-409.6,235.7,0.02,-211.08,-17621.61,-99.46,Rest,-35.72,17226.76,6,14.18,-762.41,-64.5,-764.46,6.52,3950.96,-50.21
1154.98,-8110.98,-291.59,13305.48,564.21,-12.94,3080.92,11.17,-34.06,-25.73,3,1521.19,-387.27,-2.85,10.14,43.65,11.99,-19804.23,-7.05,Low,-199.1,225.22,0.6,-134.76,-21590.64,-157.21,Europe,-107.57,3935.54,2,-21.91,-820.92,-62.37,-2454.81,10.62,3020.8,2440.17
1206.34,-21356.01,-132.8,20377.88,403.38,-14.22,1215.2,17.14,-50.76,-29.03,1,814.91,-508.38,-14.88,10.2,58.02,12.79,-22775.13,-270.93,High,-194.84,187.18,430.42,-77.82,-37529.88,-120.55,UK,-310.52,3382.72,6,-31.51,-95.55,-64.44,-1464.72,2.72,3494.36,3770.53
1656.74,-29292,-196.63,37751.86,645.69,-35.66,1910.18,9.23,249.56,-87.42,5,963.75,-439.83,-5.34,15.03,45.93,11.85,-18168.54,-270.47,High,-390.6,152.5,4.28,-212.55,-40157.49,-125.8,USA,-224.22,4296.5,8,4.46,-400.42,-77.58,-3017.7,8.54,2697.44,1755.25
1190.14,-9155.22,-207.99,34781,718.23,-9.71,1553.94,1.64,-53.42,-29.56,2,1548.65,-591.18,-15.12,0.48,67.23,1.32,-28596.33,-216.68,Very high,-358.32,273.76,29.1,-33,-18615.39,-121.17,USA,-229.55,7132.04,4,-68.63,-735.74,-62.79,-518.94,3.62,3284.58,1954.93
536.18,-16817.37,-809.18,20924.06,556.92,-8.49,878.7,13.46,-162.82,-63.81,6,1207.75,-469.32,-12.12,33.84,64.92,12.32,-35930.13,-333.96,Low,-378.66,325.76,98.82,-273.09,-27626.52,-128.04,USA,-39.36,8904.94,6,-19.43,-307.61,-64.71,-564.27,11.34,3300.9,1794.8
111.58,-21046.23,-343.37,34801.9,491.79,-13.66,1215.28,10.15,23.42,-68.83,3,1182.49,-700.74,-12.18,10.05,34.23,10.46,-26166.57,-484.84,High,-204,136.44,6.56,-130.44,-26498.04,-64.48,Europe,-99.62,16724.54,2,-4.48,230.85,-58.02,-2637.33,-0.12,4462.42,2751.82
683.92,-8707.11,-470.42,33396.96,371.79,-13.99,2224.66,11.79,72.84,-66.19,3,1131.87,-298.47,-24.99,5.34,37.86,14.74,-403.8,-553.21,Low,-352.42,209.16,0.18,-34.8,-23529.63,-113.09,Rest,-76.19,4356.6,4,24.39,61.87,-70.05,-1515.69,4.66,3425.8,60.01
1456.6,6264.99,202.79,6594.82,215.82,-9.93,1300.58,6,-41.34,-30.38,3,1029.62,-391.98,-2.7,7.44,63.78,16.72,-17262.45,-273.05,Very high,-307.18,188.5,2.1,-142.14,-36169.14,-106.1,Europe,-141.83,19513.46,10,10.16,-354.42,-56.79,-3066.72,2.88,1670.34,2230.45
1474.4,-12978.81,-360.11,29828.44,663,-25.43,2778.06,8.2,-19.96,-53.66,4,1555.61,-823.5,-19.68,15.87,42.42,14.9,-22832.79,-94.92,Medium,-468.88,213.96,0.3,-11.13,-34301.01,-92.95,Rest,-137.99,4290.06,6,46.2,-658.53,-59.55,-2386.35,9.62,3054.22,283.13
604.94,-13331.31,-787.48,25284.1,588.15,-16.12,1092.84,11.04,1.56,-10.94,2,858.31,-670.68,-6.54,20.28,52.05,11.68,-29631.6,-348.91,High,-389.02,338.32,0.02,-68.97,-47579.85,-148.95,USA,-132.96,5779.04,4,-81.67,-371.85,-59.76,-3220.59,18.6,3315.28,2558.07
743.56,-6505.62,-691.72,12469.98,567.21,-9.59,1313.66,7.98,-138.9,-32.06,4,288.1,-573.09,-15.81,21,44.58,17.41,-23483.58,-610.77,Medium,-268.16,262.38,0.34,-162.81,-27697.23,-126.12,UK,-112.21,-1675.04,10,-11.06,-250.98,-55.92,-3102.99,6.78,3614.8,649.48
1248.78,-16816.74,-394.08,31524.3,501.12,-14.43,2437.9,7.96,11.48,-111.81,6,1274.24,-597.6,-5.91,12.57,50.19,14.16,-21440.16,-64.6,Very high,-295.52,203.94,35.62,-96,-27964.65,-95.22,USA,-143.42,5214.62,4,-111.46,-1101.46,-59.01,-808.53,-1.4,-1023.92,2616.14
675.84,-16127.82,-322.69,23392.3,547.32,-16.88,1265.52,11.29,-45.06,-47.33,2,1204.51,-334.53,-12.03,8.58,50.55,14.43,-20977.29,-549.42,Medium,-374.8,257.1,5.78,-182.67,-27984.27,-115.1,Europe,-74.17,6356.08,8,-14.26,-321.97,-36.54,-1399.17,0.72,4924.4,1920.77
